asin,reviewText,overall,category,summary
B0058YEJ5K,great,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,c,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Love them!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",3.0,AMAZON_FASHION_5,Fits snug
B0058YEJ5K,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.",3.0,AMAZON_FASHION_5,"Not sure why, but my mid section of my ..."
B0058YEJ5K,My New Gym shoes! Love them,4.0,AMAZON_FASHION_5,Love
B0058YEJ5K,Perfect!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,1.0,AMAZON_FASHION_5,TOO NARROW!
B0058YEJ5K,"Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",5.0,AMAZON_FASHION_5,Consider sizing down 1 size
B0058YEJ5K,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,4.0,AMAZON_FASHION_5,Seem to Run Big
B0058YEJ5K,Fit comfortable,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",5.0,AMAZON_FASHION_5,Perfect for trails
B0058YEJ5K,Nice fit,4.0,AMAZON_FASHION_5,Four Stars
B0058YEJ5K,"I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.",2.0,AMAZON_FASHION_5,"Zumba) - and really wanted to like them, since I loved the color and the ..."
B0058YEJ5K,"They fit perfect, extremely comfortable",5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,No arch support but l love the colors!,3.0,AMAZON_FASHION_5,Three Stars
B0058YEJ5K,Shoe was somewhat large,4.0,AMAZON_FASHION_5,Size problem
B0058YEJ5K,love them!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!",4.0,AMAZON_FASHION_5,"True to size, would recommend"
B0058YEJ5K,Comfortable and light,5.0,AMAZON_FASHION_5,Best birthday present
B0058YEJ5K,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,5.0,AMAZON_FASHION_5,Purchased these for my wife as she has a similar ...
B0058YEJ5K,"I have pretty high arches and my calves always hurt at the gym with other shoes. I have been on the hunt for a good cross trainer that I can use to lift, take gym classes, and lightly jog/run on the treadmill. These have been wonderful! I don't ever have any pain in my calves or my feet when wearing these and they fit like a glove. Highly recommend!",5.0,AMAZON_FASHION_5,I have pretty high arches and my calves always hurt at the ...
B0058YEJ5K,Great shoes,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,These were exactly what I expected.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Love love love,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,3.0,AMAZON_FASHION_5,They are really light and not as sturdy as what I was looking for but over all ...
B0058YEJ5K,These shoes are awesome!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",3.0,AMAZON_FASHION_5,l always buy Nike shoes and been happy so far
B0058YEJ5K,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,5.0,AMAZON_FASHION_5,Honestly Fantastic Shoes
B0058YEJ5K,Absolutely love these shoes and color!! They are perfect for running! I run roughly 4 miles 3x per week. This is my second or 3rd pair of this exact style. Fit is perfect!,5.0,AMAZON_FASHION_5,Absolutely love these shoes and color
B0058YEJ5K,Super comfy!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Ordered half a size larger than my usual shoe size and fits perfectly.,5.0,AMAZON_FASHION_5,Nike runs small
B0058YEJ5K,Fit well.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,The fit was perfect! I Highly recommend this shoe.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",5.0,AMAZON_FASHION_5,Very Happy Customer
B0058YEJ5K,"Cute shoe, fit as expected, and very comfortable.",5.0,AMAZON_FASHION_5,and very comfortable.
B0058YEJ5K,"On time, nice sneakers. Fit as expected.",5.0,AMAZON_FASHION_5,nice sneakers. Fit as expected
B0058YEJ5K,"Perfect fit, as always.",5.0,AMAZON_FASHION_5,5 stars
B0058YEJ5K,"Great shoe, very comfortable",5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Love these sneakers! Perfect fit and super light,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,5.0,AMAZON_FASHION_5,These shoes fit like a glove
B0058YEJ5K,Fit true to size,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Love the fit,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,4.0,AMAZON_FASHION_5,Nike always makes a good shoe.
B0058YEJ5K,Oops! I returned these because I ordered wrong size!,1.0,AMAZON_FASHION_5,One Star
B0058YEJ5K,Extremely comfortable sneaker!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Good looking shoe,5.0,AMAZON_FASHION_5, Shoes
B0058YEJ5K,I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit.,4.0,AMAZON_FASHION_5,Love these shoes
B0058YEJ5K,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",1.0,AMAZON_FASHION_5,I loved these shoes
B0058YEJ5K,Great! Super comfy and cute! No issues and fit perfect!,5.0,AMAZON_FASHION_5,perfect
B0058YEJ5K,Good shoes,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,I returned them...found a Ryka pair I liked better,3.0,AMAZON_FASHION_5,found a Ryka pair I liked
B0058YEJ5K,BEST sneakers I've ever purchased!!!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Excellent ...!!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",5.0,AMAZON_FASHION_5,the best sneakers by far
B0058YEJ5K,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",5.0,AMAZON_FASHION_5,Classically comfortable and durable
B0058YEJ5K,Right one is slightly tight.. hope it will stretch out.. !!,4.0,AMAZON_FASHION_5,Four Stars
B0058YEJ5K,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,3.0,AMAZON_FASHION_5,the Nike Womens Flex Trainer 6 is way better looking and costs about the same
B0058YEJ5K,So lightweight and awesome!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Luv them!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,5.0,AMAZON_FASHION_5,Love the color and fit
B0058YEJ5K,"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",3.0,AMAZON_FASHION_5,OK
B0058YEJ5K,My daughter loves them. Great fit!,5.0,AMAZON_FASHION_5,Great fit!
B0058YEJ5K,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,5.0,AMAZON_FASHION_5,Very satisfied with the seller - delivered on time
B0058YEJ5K,"Fits good, very lightweight.",4.0,AMAZON_FASHION_5,Four Stars
B0058YEJ5K,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",5.0,AMAZON_FASHION_5,Comfortable shoe for both workout sessions and walking
B0058YEJ5K,Nice,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,5.0,AMAZON_FASHION_5,These are the best shoes I have ever use for my workouts
B0058YEJ5K,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,5.0,AMAZON_FASHION_5,I love these shoes
B0058YEJ5K,Love this product.  Great fit.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,3.0,AMAZON_FASHION_5,Low cut heels
B0058YEJ5K,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,5.0,AMAZON_FASHION_5,Perfect
B0058YEJ5K,Love! Great price too.,5.0,AMAZON_FASHION_5,Exactly what I wanted
B0058YEJ5K,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",4.0,AMAZON_FASHION_5,Light shoes
B0058YEJ5K,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",3.0,AMAZON_FASHION_5,Good indoor training shoes
B0058YEJ5K,Perf.,5.0,AMAZON_FASHION_5,So Perf.
B0058YEJ5K,Best shoes ever!!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Fit good,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,5.0,AMAZON_FASHION_5,Great work out shoe
B0058YEJ5K,"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",5.0,AMAZON_FASHION_5,I love these shoes so much that I reordered another pair ...
B0058YEJ5K,Love these sneakers. Light weight and comfortable even without socks.,5.0,AMAZON_FASHION_5,"Comfortable, light weight, nice."
B0058YEJ5K,Nice product,4.0,AMAZON_FASHION_5,Four Stars
B0058YEJ5K,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,5.0,AMAZON_FASHION_5,I feel like this pair of shoes was made for my feet
B0058YEJ5K,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,5.0,AMAZON_FASHION_5,Awesome shoes!!!
B0058YEJ5K,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",3.0,AMAZON_FASHION_5,Just wasn't what i was looking for
B0058YEJ5K,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.",5.0,AMAZON_FASHION_5,"So comfortable, I don't even feel like I have a ..."
B0058YEJ5K,they are very comfortable feel like you have nothing on.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,My favorite nike shoe,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Super comfortable and extremely lightweight. Great for crossfit!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Beautiful I love them comfy,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,I've not even had them a month and the bottom is coming off. I'm not happy!,1.0,AMAZON_FASHION_5,Falling apart already!!
B0058YEJ5K,Love them! Fit exactly as expected in length and width! I would definitely buy these again.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"My second pair, love the fit, light weight and great support.",5.0,AMAZON_FASHION_5,love the fit
B0058YEJ5K,I have wide feet and these were too narrow but very nice looking.,4.0,AMAZON_FASHION_5,Nike
B0058YEJ5K,Ugh... way to large - is this for a man?,3.0,AMAZON_FASHION_5,Nope
B0058YEJ5K,The shoe fit has expected. It is comfortable.,5.0,AMAZON_FASHION_5,It is comfortable.
B0058YEJ5K,"They fit great, look great, are quite comfortable and are just what I was looking for!",5.0,AMAZON_FASHION_5,Perfect cross trainers
B0058YEJ5K,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",5.0,AMAZON_FASHION_5,Great training shoes
B0058YEJ5K,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",5.0,AMAZON_FASHION_5,Amazing training Sneakers.
B0058YEJ5K,Wife happy with fit.,4.0,AMAZON_FASHION_5,HIIT shoes
B0058YEJ5K,They run big. Order a full size smaller.,4.0,AMAZON_FASHION_5,Four Stars
B0058YEJ5K,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",3.0,AMAZON_FASHION_5,Lack support but overall good shoe
B0058YEJ5K,"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",5.0,AMAZON_FASHION_5,Adorable shoes
B0058YEJ5K,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,5.0,AMAZON_FASHION_5,Wide sneaker for wide feet
B0058YEJ5K,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,5.0,AMAZON_FASHION_5,I've been using these to exercise and they are nice a roomy and allow my feet to breath
B0058YEJ5K,Comfortable from the start and very light.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,As expected.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",4.0,AMAZON_FASHION_5,Great training shoes
B0058YEJ5K,"I love these and have them in a light blue too. Very light weight, airy, and comfortable.",5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,good quality,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Very comfortable sneakers and I also like the way it fits.,4.0,AMAZON_FASHION_5,Four Stars
B0058YEJ5K,"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted",4.0,AMAZON_FASHION_5,and they were great! Super comfortable
B0058YEJ5K,Comfortable and lightweight.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",5.0,AMAZON_FASHION_5,I love these shoes my second pair of 40 plus $ ...
B0058YEJ5K,"They fit as expected and perfect for training, the shoelaces are a little bit too long. Other than that these shoes are as I expected them !",4.0,AMAZON_FASHION_5,They fit as expected and perfect for training
B0058YEJ5K,Extremely well fitting and light weight,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Perfect,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Love them,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",5.0,AMAZON_FASHION_5,Very Good For Everyday
B0058YEJ5K,Fast shipping and turned out as expected. Couldn't be happier.,5.0,AMAZON_FASHION_5,Great shoes
B0058YEJ5K,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,5.0,AMAZON_FASHION_5,Love these shoes
B0058YEJ5K,Love these shoes for circuit training.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Super comfortable. I joined Cross Fit and this is the perfect shoe.,4.0,AMAZON_FASHION_5,Super comfortable. I joined Cross Fit and this is ...
B0058YEJ5K,just do it :),5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"Love these, comfortable, light weight, great fit.",5.0,AMAZON_FASHION_5,Sooo comfortable
B0058YEJ5K,I love this show.,5.0,AMAZON_FASHION_5,So happy.
B0058YEJ5K,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.",4.0,AMAZON_FASHION_5,the shoe is nice and provides well for my HIIT and Grit classes ...
B0058YEJ5K,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,5.0,AMAZON_FASHION_5,"Look amazing, runs slightly big."
B0058YEJ5K,Very comfortable.,4.0,AMAZON_FASHION_5,Four Stars
B0058YEJ5K,Very nice shoes.  Comfortable.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Very comfortable. I love wearing them.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Great fit so comfortable love them!!!!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,A nice lightweight shoe. Not a lot of cushion so I wouldn't run long distances in them.,4.0,AMAZON_FASHION_5,Decent little shoe for the price.
B0058YEJ5K,I really love these shoes.  They are attractive and very comfortable.  They work well for my daily workout and fit well.,5.0,AMAZON_FASHION_5,Attractive and fit well
B0058YEJ5K,Comfortable shoe.  First time I've ever bought nikes that feel so large.  It feels about 1/2 size too big.  I bought 7.5.  I normally wear exactly that size and on occasion an 8.,2.0,AMAZON_FASHION_5,Runs large
B0058YEJ5K,Ordered 9(m) received 9 Wide for the second time. Returned them for the second time.,1.0,AMAZON_FASHION_5,One Star
B0058YEJ5K,Nice shoes,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"This is my second pair of these shoes.  I love the fit and they provide support for walking.  I like the way the shoes fit around my ankle, as many shoes are uncomfortable because they come up too high in the back.  Try them!",5.0,AMAZON_FASHION_5,I love the fit and they provide support for walking
B0058YEJ5K,"There is about a 1/2 inch of extra space from the tip of my big toe to the front of the shoe. That's okay, though. I usually wear socks, so it doesn't feel too big, even if it does make your foot look a bit long.

The colors are vibrant, and the sole has plenty of grip, even on a slippery floor. I wore them for most of the day and they are comfortable.

Overall, I'm very pleased with this shoe.",5.0,AMAZON_FASHION_5,Good Shoes!
B0058YEJ5K,Got them for my girlfriend. She loves them. Says it's like wearing slippers because they are incredibly light.,5.0,AMAZON_FASHION_5,Great shoes
B0058YEJ5K,Serves intended purpose,4.0,AMAZON_FASHION_5,Good shoe
B0058YEJ5K,They are super comfortable. Loving them.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,I have gotten so many compliments on the blue color and look of this shoe.  It is super comfortable.  The grip is wonderful for my indoor gym cross training classes.  I always order a half size larger in Nike brand shoes and thy fit perfectly as I did with this shoe.,5.0,AMAZON_FASHION_5,Love These Shoes!
B0058YEJ5K,"Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",3.0,AMAZON_FASHION_5,Not my favorites...
B0058YEJ5K,"Perfect for the gym, could use a little more support in the toe area but very comfortable and light. Fit true to size.",4.0,AMAZON_FASHION_5,Perfect for the gym
B0058YEJ5K,"Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements",3.0,AMAZON_FASHION_5,Meh
B0058YEJ5K,Love these! Super light and comfortable!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Loved the products and services!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,It's hard to find a lightweight athletic shoe with a wide toe box. This shoe has that. I am happy with the support for walking and everyday wear. I wouldn't run in them. Now I just have to stock up on as many pair as I can afford before Nike discontinues them :). Don't you hate when that happens?,5.0,AMAZON_FASHION_5,Hurry before they're gone!
B0058YEJ5K,"The shoes are amazing,very comfortable and fit as expected highly recommended. :)",5.0,AMAZON_FASHION_5,Amazing
B0058YEJ5K,Super comfy!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",4.0,AMAZON_FASHION_5,Not quite wide enough
B0058YEJ5K,Look great,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.",5.0,AMAZON_FASHION_5,"Simple look, outstanding comfort!"
B0058YEJ5K,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,4.0,AMAZON_FASHION_5,My second favorite.
B0058YEJ5K,I love them!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order.,4.0,AMAZON_FASHION_5,Fit to actual size.
B0058YEJ5K,love these shoes. use them to workout inside and to work,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.",3.0,AMAZON_FASHION_5,"Too small, flimsy upper"
B0058YEJ5K,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",5.0,AMAZON_FASHION_5,Great for kickboxing
B0058YEJ5K,They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,5.0,AMAZON_FASHION_5,These shoes are great for walking - so very comfortable
B0058YEJ5K,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,5.0,AMAZON_FASHION_5,Good choice for training shoe
B0058YEJ5K,Light weight and comfortable,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",4.0,AMAZON_FASHION_5,They are slightly longer in look then I was would like but I think that is typical of cross trainers
B0058YEJ5K,"Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.",4.0,AMAZON_FASHION_5,I love them but they are definitely bright orange/coral and not ...
B0058YEJ5K,Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them.,2.0,AMAZON_FASHION_5,Color was not at all what i expected. It ...
B0058YEJ5K,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,5.0,AMAZON_FASHION_5,Super cute and on sale!!
B0058YEJ5K,Squeaky,3.0,AMAZON_FASHION_5,Three Stars
B0058YEJ5K,"If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.",5.0,AMAZON_FASHION_5,then you should pretty much know your size
B0058YEJ5K,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!,5.0,AMAZON_FASHION_5,Nice Support
B0058YEJ5K,"Good quality, perfect fit.  It's a Nike!",5.0,AMAZON_FASHION_5,Good Sneaker
B0058YEJ5K,"Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",5.0,AMAZON_FASHION_5,Satisfied
B0058YEJ5K,"I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.",2.0,AMAZON_FASHION_5,Too large
B0058YEJ5K,"Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.",5.0,AMAZON_FASHION_5,colors look great together.
B0058YEJ5K,Love them!!,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!",4.0,AMAZON_FASHION_5,but if I wear thick socks they are fine. Also
B0058YEJ5K,After less than a week the sole ripped off on the outside of the shoe,1.0,AMAZON_FASHION_5,Poor quality for Nike
B0058YEJ5K,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,4.0,AMAZON_FASHION_5,4/5
B0058YEJ5K,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",5.0,AMAZON_FASHION_5,LOVE!
B0058YEJ5K,Cute and comfortable,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,Very comfortable.,5.0,AMAZON_FASHION_5,Five Stars
B0058YEJ5K,"Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.",5.0,AMAZON_FASHION_5,Correct size
B0058YEJ5K,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",5.0,AMAZON_FASHION_5,Perfect for the gym
B0058YEJ5K,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,4.0,AMAZON_FASHION_5,... opened the box to see the color is exactly like the image shows
B0058YEJ5K,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!",1.0,AMAZON_FASHION_5,I ordered the Nike Women's Flex Supreme TR3 instead and love them!
B0058YEJ5K,"wow these are the most comfortable, light weight shoes. I love them!!",5.0,AMAZON_FASHION_5,so light & comfortable!
B0058YEJ5K,love the lightweight and the fit,5.0,AMAZON_FASHION_5,Five Stars
